customer_id,age,gender,age_group,purchase_amount_usd,customer_value_tier,previous_purchases,engagement_tier,value_engagement_segment,subscription_status,frequency_of_purchases,purchase_frequency_days,category,item_purchased,review_rating,discount_applied,shipping_type,payment_method,location,season
527,51,Male,46-60 (Middle-Aged),52,Medium Value,19,Medium Engagement,Medium Value - Medium Engagement,Yes,Monthly,30,Clothing,Pants,4.9,Yes,Standard,Cash,New Jersey,Winter
528,21,Male,18-30 (Young Adult),23,Low Value,47,High Engagement,Low Value - High Engagement,Yes,Quarterly,90,Clothing,T-shirt,4.3,Yes,Next Day Air,Bank Transfer,South Carolina,Winter
529,34,Male,31-45 (Adult),88,High Value,40,High Engagement,High Value - High Engagement,Yes,Annually,365,Footwear,Sneakers,3.2,Yes,Express,Cash,Maryland,Winter
530,32,Male,31-45 (Adult),84,High Value,6,Low Engagement,High Value - Low Engagement,Yes,Monthly,30,Clothing,Shorts,3.7,Yes,Standard,Credit Card,California,Fall
531,48,Male,46-60 (Middle-Aged),37,Low Value,25,Medium Engagement,Low Value - Medium Engagement,Yes,Bi-Weekly,14,Outerwear,Coat,3.2,Yes,Store Pickup,Credit Card,Montana,Winter
532,50,Male,46-60 (Middle-Aged),51,Medium Value,42,High Engagement,Medium Value - High Engagement,Yes,Weekly,7,Footwear,Sandals,3.4,Yes,Next Day Air,Cash,Vermont,Fall
533,26,Male,18-30 (Young Adult),76,High Value,35,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Clothing,Pants,4.1,Yes,Express,Bank Transfer,Texas,Winter
534,57,Male,46-60 (Middle-Aged),60,Medium Value,17,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Footwear,Sandals,4.5,Yes,Next Day Air,Debit Card,North Carolina,Spring
535,65,Male,61-70 (Senior),72,Medium Value,4,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Accessories,Gloves,4.5,Yes,Next Day Air,PayPal,Florida,Fall
536,56,Male,46-60 (Middle-Aged),45,Medium Value,24,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Clothing,T-shirt,3.2,Yes,Free Shipping,Bank Transfer,West Virginia,Spring
537,44,Male,31-45 (Adult),84,High Value,16,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Outerwear,Jacket,4.4,Yes,Store Pickup,Debit Card,Illinois,Fall
538,50,Male,46-60 (Middle-Aged),49,Medium Value,14,Low Engagement,Medium Value - Low Engagement,Yes,Annually,365,Clothing,Blouse,3.0,Yes,Store Pickup,Debit Card,Virginia,Summer
539,27,Male,18-30 (Young Adult),22,Low Value,43,High Engagement,Low Value - High Engagement,Yes,Weekly,7,Clothing,Socks,3.2,Yes,Free Shipping,Cash,Virginia,Spring
540,49,Male,46-60 (Middle-Aged),48,Medium Value,49,High Engagement,Medium Value - High Engagement,Yes,Weekly,7,Outerwear,Coat,4.0,Yes,Store Pickup,Debit Card,Wyoming,Winter
541,49,Male,46-60 (Middle-Aged),37,Low Value,33,Medium Engagement,Low Value - Medium Engagement,Yes,Quarterly,90,Clothing,Dress,3.1,Yes,Next Day Air,Cash,South Carolina,Spring
542,52,Male,46-60 (Middle-Aged),27,Low Value,45,High Engagement,Low Value - High Engagement,Yes,Bi-Weekly,14,Outerwear,Jacket,2.8,Yes,Next Day Air,Cash,Connecticut,Fall
543,27,Male,18-30 (Young Adult),79,High Value,35,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Footwear,Boots,4.6,Yes,Next Day Air,Cash,Illinois,Spring
544,53,Male,46-60 (Middle-Aged),98,High Value,11,Low Engagement,High Value - Low Engagement,Yes,Monthly,30,Clothing,Skirt,4.3,Yes,Express,Credit Card,Alabama,Spring
545,34,Male,31-45 (Adult),64,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Footwear,Sandals,3.3,Yes,Standard,Bank Transfer,Washington,Summer
546,33,Male,31-45 (Adult),32,Low Value,48,High Engagement,Low Value - High Engagement,Yes,Annually,365,Outerwear,Coat,3.5,Yes,2-Day Shipping,Debit Card,Alabama,Summer
547,62,Male,61-70 (Senior),74,Medium Value,45,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Hoodie,3.4,Yes,Free Shipping,Venmo,New Mexico,Winter
548,38,Male,31-45 (Adult),50,Medium Value,26,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Outerwear,Jacket,2.8,Yes,Free Shipping,Venmo,Nevada,Winter
549,36,Male,31-45 (Adult),64,Medium Value,41,High Engagement,Medium Value - High Engagement,Yes,Quarterly,90,Accessories,Backpack,4.6,Yes,Store Pickup,Debit Card,Nebraska,Winter
550,31,Male,31-45 (Adult),29,Low Value,37,High Engagement,Low Value - High Engagement,Yes,Bi-Weekly,14,Accessories,Backpack,3.6,Yes,Express,Venmo,Arizona,Fall
551,62,Male,61-70 (Senior),62,Medium Value,12,Low Engagement,Medium Value - Low Engagement,Yes,Weekly,7,Accessories,Belt,3.3,Yes,Store Pickup,PayPal,Georgia,Summer
552,29,Male,18-30 (Young Adult),78,High Value,27,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Outerwear,Coat,3.1,Yes,2-Day Shipping,Cash,Idaho,Fall
553,24,Male,18-30 (Young Adult),94,High Value,18,Medium Engagement,High Value - Medium Engagement,Yes,Weekly,7,Clothing,T-shirt,3.5,Yes,Express,Bank Transfer,Missouri,Fall
554,63,Male,61-70 (Senior),59,Medium Value,15,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Accessories,Sunglasses,3.2,Yes,Express,Credit Card,Florida,Winter
555,56,Male,46-60 (Middle-Aged),47,Medium Value,34,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Footwear,Sneakers,3.0,Yes,Express,Bank Transfer,Minnesota,Summer
556,63,Male,61-70 (Senior),57,Medium Value,37,High Engagement,Medium Value - High Engagement,Yes,Annually,365,Accessories,Gloves,4.8,Yes,Express,Venmo,Maine,Fall
557,40,Male,31-45 (Adult),90,High Value,21,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Outerwear,Coat,5.0,Yes,Store Pickup,Cash,Montana,Winter
558,18,Male,18-30 (Young Adult),60,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Clothing,Shirt,2.9,Yes,Free Shipping,Debit Card,Alaska,Spring
559,50,Male,46-60 (Middle-Aged),77,High Value,43,High Engagement,High Value - High Engagement,Yes,Quarterly,90,Footwear,Sneakers,3.2,Yes,Express,Debit Card,Iowa,Fall
560,66,Male,61-70 (Senior),41,Medium Value,22,Medium Engagement,Medium Value - Medium Engagement,Yes,Monthly,30,Accessories,Scarf,2.9,Yes,Store Pickup,Bank Transfer,Arizona,Fall
561,25,Male,18-30 (Young Adult),48,Medium Value,12,Low Engagement,Medium Value - Low Engagement,Yes,Annually,365,Accessories,Jewelry,3.8,Yes,Free Shipping,Debit Card,Louisiana,Fall
562,65,Male,61-70 (Senior),65,Medium Value,25,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Outerwear,Jacket,2.6,Yes,Next Day Air,PayPal,Alabama,Fall
563,53,Male,46-60 (Middle-Aged),62,Medium Value,40,High Engagement,Medium Value - High Engagement,Yes,Annually,365,Clothing,Jeans,3.5,Yes,Standard,Debit Card,Missouri,Summer
564,61,Male,61-70 (Senior),99,High Value,16,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Footwear,Shoes,4.4,Yes,Standard,Debit Card,Idaho,Fall
565,67,Male,61-70 (Senior),58,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Clothing,Hoodie,3.4,Yes,Next Day Air,Bank Transfer,Florida,Winter
566,59,Male,46-60 (Middle-Aged),43,Medium Value,10,Low Engagement,Medium Value - Low Engagement,Yes,Weekly,7,Accessories,Backpack,4.2,Yes,Store Pickup,Venmo,Idaho,Fall
567,55,Male,46-60 (Middle-Aged),93,High Value,1,Low Engagement,High Value - Low Engagement,Yes,Bi-Weekly,14,Footwear,Sneakers,3.6,Yes,Store Pickup,Debit Card,Alabama,Spring
568,21,Male,18-30 (Young Adult),50,Medium Value,24,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Clothing,Blouse,3.0,Yes,Next Day Air,Venmo,New Hampshire,Winter
569,44,Male,31-45 (Adult),88,High Value,36,High Engagement,High Value - High Engagement,Yes,Monthly,30,Clothing,Pants,4.0,Yes,Free Shipping,PayPal,Utah,Summer
570,65,Male,61-70 (Senior),33,Low Value,46,High Engagement,Low Value - High Engagement,Yes,Quarterly,90,Clothing,Skirt,4.4,Yes,Express,Credit Card,Alabama,Fall
571,65,Male,61-70 (Senior),99,High Value,20,Medium Engagement,High Value - Medium Engagement,Yes,Annually,365,Clothing,T-shirt,4.1,Yes,Standard,Cash,Iowa,Fall
572,54,Male,46-60 (Middle-Aged),76,High Value,37,High Engagement,High Value - High Engagement,Yes,Weekly,7,Outerwear,Jacket,3.6,Yes,Free Shipping,Venmo,Kentucky,Spring
573,56,Male,46-60 (Middle-Aged),97,High Value,26,Medium Engagement,High Value - Medium Engagement,Yes,Annually,365,Accessories,Scarf,4.6,Yes,Next Day Air,Bank Transfer,South Carolina,Summer
574,58,Male,46-60 (Middle-Aged),68,Medium Value,23,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Clothing,Pants,3.2,Yes,2-Day Shipping,Credit Card,California,Summer
575,54,Male,46-60 (Middle-Aged),79,High Value,20,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Footwear,Sneakers,4.8,Yes,Free Shipping,Bank Transfer,Maine,Fall
576,58,Male,46-60 (Middle-Aged),86,High Value,38,High Engagement,High Value - High Engagement,Yes,Monthly,30,Clothing,Jeans,4.8,Yes,Express,PayPal,Nebraska,Fall
577,48,Male,46-60 (Middle-Aged),68,Medium Value,5,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Accessories,Hat,5.0,Yes,2-Day Shipping,Credit Card,Washington,Winter
578,19,Male,18-30 (Young Adult),52,Medium Value,41,High Engagement,Medium Value - High Engagement,Yes,Annually,365,Clothing,Skirt,3.7,Yes,Store Pickup,Venmo,Alabama,Fall
579,69,Male,61-70 (Senior),90,High Value,22,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Footwear,Sandals,4.6,Yes,Next Day Air,Credit Card,Maine,Fall
580,58,Male,46-60 (Middle-Aged),41,Medium Value,48,High Engagement,Medium Value - High Engagement,Yes,Annually,365,Footwear,Sandals,3.7,Yes,Free Shipping,Credit Card,California,Winter
581,49,Male,46-60 (Middle-Aged),80,High Value,10,Low Engagement,High Value - Low Engagement,Yes,Weekly,7,Clothing,Sweater,4.1,Yes,Free Shipping,PayPal,Iowa,Spring
582,32,Male,31-45 (Adult),100,High Value,12,Low Engagement,High Value - Low Engagement,Yes,Quarterly,90,Clothing,Sweater,2.7,Yes,Store Pickup,Bank Transfer,Iowa,Winter
583,40,Male,31-45 (Adult),77,High Value,2,Low Engagement,High Value - Low Engagement,Yes,Quarterly,90,Outerwear,Jacket,4.9,Yes,Store Pickup,Bank Transfer,Colorado,Spring
584,25,Male,18-30 (Young Adult),78,High Value,38,High Engagement,High Value - High Engagement,Yes,Monthly,30,Clothing,Shorts,4.0,Yes,Store Pickup,PayPal,California,Spring
585,70,Male,61-70 (Senior),94,High Value,20,Medium Engagement,High Value - Medium Engagement,Yes,Monthly,30,Clothing,Socks,4.7,Yes,Free Shipping,Debit Card,Indiana,Spring
586,69,Male,61-70 (Senior),23,Low Value,5,Low Engagement,Low Value - Low Engagement,Yes,Quarterly,90,Clothing,Socks,2.8,Yes,Next Day Air,Cash,South Carolina,Fall
587,45,Male,31-45 (Adult),20,Low Value,9,Low Engagement,Low Value - Low Engagement,Yes,Annually,365,Clothing,Hoodie,4.9,Yes,2-Day Shipping,Venmo,Wisconsin,Winter
588,29,Male,18-30 (Young Adult),86,High Value,48,High Engagement,High Value - High Engagement,Yes,Quarterly,90,Clothing,Socks,4.2,Yes,Express,Debit Card,Washington,Fall
589,47,Male,46-60 (Middle-Aged),60,Medium Value,9,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Footwear,Boots,3.0,Yes,Standard,Debit Card,South Dakota,Fall
590,28,Male,18-30 (Young Adult),70,Medium Value,40,High Engagement,Medium Value - High Engagement,Yes,Annually,365,Clothing,Shirt,3.4,Yes,2-Day Shipping,PayPal,Minnesota,Fall
591,64,Male,61-70 (Senior),39,Low Value,30,Medium Engagement,Low Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Belt,4.6,Yes,Standard,Venmo,Alaska,Fall
592,47,Male,46-60 (Middle-Aged),37,Low Value,6,Low Engagement,Low Value - Low Engagement,Yes,Bi-Weekly,14,Accessories,Backpack,4.2,Yes,Store Pickup,Debit Card,Kentucky,Fall
593,60,Male,46-60 (Middle-Aged),29,Low Value,42,High Engagement,Low Value - High Engagement,Yes,Quarterly,90,Footwear,Boots,3.2,Yes,Free Shipping,Venmo,North Dakota,Fall
594,67,Male,61-70 (Senior),35,Low Value,9,Low Engagement,Low Value - Low Engagement,Yes,Quarterly,90,Outerwear,Coat,4.4,Yes,Store Pickup,PayPal,Alaska,Winter
595,35,Male,31-45 (Adult),83,High Value,6,Low Engagement,High Value - Low Engagement,Yes,Monthly,30,Clothing,Hoodie,2.5,Yes,Next Day Air,Debit Card,Oklahoma,Winter
596,30,Male,18-30 (Young Adult),77,High Value,47,High Engagement,High Value - High Engagement,Yes,Quarterly,90,Footwear,Shoes,3.6,Yes,Next Day Air,PayPal,Delaware,Summer
597,23,Male,18-30 (Young Adult),37,Low Value,36,High Engagement,Low Value - High Engagement,Yes,Annually,365,Footwear,Shoes,4.5,Yes,Store Pickup,Venmo,Montana,Summer
598,70,Male,61-70 (Senior),69,Medium Value,19,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Jewelry,3.4,Yes,Standard,Bank Transfer,Alaska,Summer
599,21,Male,18-30 (Young Adult),66,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Clothing,Dress,3.2,Yes,2-Day Shipping,Cash,California,Winter
600,51,Male,46-60 (Middle-Aged),26,Low Value,27,Medium Engagement,Low Value - Medium Engagement,Yes,Quarterly,90,Footwear,Boots,4.2,Yes,Standard,Debit Card,Massachusetts,Spring
601,22,Male,18-30 (Young Adult),63,Medium Value,25,Medium Engagement,Medium Value - Medium Engagement,Yes,Monthly,30,Accessories,Hat,5.0,Yes,2-Day Shipping,Venmo,South Carolina,Spring
602,32,Male,31-45 (Adult),38,Low Value,5,Low Engagement,Low Value - Low Engagement,Yes,Bi-Weekly,14,Accessories,Backpack,4.7,Yes,Store Pickup,Cash,West Virginia,Summer
603,37,Male,31-45 (Adult),58,Medium Value,10,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Footwear,Shoes,4.2,Yes,Next Day Air,Cash,Oregon,Summer
604,31,Male,31-45 (Adult),46,Medium Value,26,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Accessories,Handbag,3.4,Yes,2-Day Shipping,PayPal,Massachusetts,Winter
605,44,Male,31-45 (Adult),92,High Value,11,Low Engagement,High Value - Low Engagement,Yes,Quarterly,90,Accessories,Sunglasses,4.4,Yes,Store Pickup,Credit Card,West Virginia,Fall
606,40,Male,31-45 (Adult),32,Low Value,17,Medium Engagement,Low Value - Medium Engagement,Yes,Weekly,7,Accessories,Hat,4.2,Yes,Standard,Bank Transfer,California,Winter
607,27,Male,18-30 (Young Adult),90,High Value,44,High Engagement,High Value - High Engagement,Yes,Monthly,30,Accessories,Scarf,4.5,Yes,Standard,PayPal,Colorado,Spring
608,47,Male,46-60 (Middle-Aged),23,Low Value,44,High Engagement,Low Value - High Engagement,Yes,Monthly,30,Clothing,Hoodie,2.8,Yes,Next Day Air,Cash,Indiana,Fall
609,41,Male,31-45 (Adult),25,Low Value,21,Medium Engagement,Low Value - Medium Engagement,Yes,Quarterly,90,Accessories,Backpack,3.3,Yes,Next Day Air,Venmo,Delaware,Fall
610,51,Male,46-60 (Middle-Aged),54,Medium Value,49,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Sweater,4.6,Yes,Next Day Air,Credit Card,Ohio,Fall
611,53,Male,46-60 (Middle-Aged),72,Medium Value,27,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Clothing,Shorts,2.5,Yes,Free Shipping,Bank Transfer,Oklahoma,Summer
612,43,Male,31-45 (Adult),33,Low Value,19,Medium Engagement,Low Value - Medium Engagement,Yes,Monthly,30,Accessories,Scarf,4.7,Yes,Store Pickup,Cash,California,Winter
613,67,Male,61-70 (Senior),43,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Accessories,Hat,4.6,Yes,Express,Credit Card,New Hampshire,Fall
614,61,Male,61-70 (Senior),51,Medium Value,46,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Outerwear,Coat,2.6,Yes,Standard,Cash,Pennsylvania,Fall
615,68,Male,61-70 (Senior),85,High Value,21,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Jewelry,4.0,Yes,Standard,Credit Card,Idaho,Winter
616,67,Male,61-70 (Senior),100,High Value,23,Medium Engagement,High Value - Medium Engagement,Yes,Annually,365,Footwear,Sandals,2.6,Yes,Next Day Air,Venmo,Maryland,Summer
617,29,Male,18-30 (Young Adult),72,Medium Value,38,High Engagement,Medium Value - High Engagement,Yes,Quarterly,90,Accessories,Gloves,4.6,Yes,Free Shipping,Credit Card,Pennsylvania,Spring
618,50,Male,46-60 (Middle-Aged),57,Medium Value,2,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Accessories,Backpack,2.6,Yes,Standard,Bank Transfer,Colorado,Fall
619,61,Male,61-70 (Senior),94,High Value,21,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Outerwear,Jacket,4.0,Yes,Express,Debit Card,Indiana,Spring
620,19,Male,18-30 (Young Adult),34,Low Value,1,Low Engagement,Low Value - Low Engagement,Yes,Quarterly,90,Accessories,Backpack,4.6,Yes,Store Pickup,Debit Card,Nebraska,Summer
621,33,Male,31-45 (Adult),89,High Value,10,Low Engagement,High Value - Low Engagement,Yes,Quarterly,90,Accessories,Backpack,3.7,Yes,2-Day Shipping,Venmo,Rhode Island,Fall
622,51,Male,46-60 (Middle-Aged),27,Low Value,45,High Engagement,Low Value - High Engagement,Yes,Weekly,7,Accessories,Sunglasses,4.4,Yes,Store Pickup,Credit Card,Kansas,Fall
623,69,Male,61-70 (Senior),63,Medium Value,44,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Socks,4.0,Yes,Next Day Air,Bank Transfer,Georgia,Spring
624,19,Male,18-30 (Young Adult),70,Medium Value,48,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Footwear,Shoes,4.7,Yes,Standard,PayPal,Nevada,Fall
625,55,Male,46-60 (Middle-Aged),87,High Value,21,Medium Engagement,High Value - Medium Engagement,Yes,Annually,365,Clothing,Pants,3.4,Yes,Express,PayPal,South Carolina,Fall
626,49,Male,46-60 (Middle-Aged),79,High Value,1,Low Engagement,High Value - Low Engagement,Yes,Weekly,7,Accessories,Jewelry,4.0,Yes,Next Day Air,Venmo,Delaware,Fall
627,31,Male,31-45 (Adult),79,High Value,10,Low Engagement,High Value - Low Engagement,Yes,Annually,365,Accessories,Sunglasses,3.9,Yes,Standard,Venmo,New Hampshire,Spring
628,42,Male,31-45 (Adult),44,Medium Value,24,Medium Engagement,Medium Value - Medium Engagement,Yes,Monthly,30,Footwear,Sandals,4.1,Yes,Express,PayPal,Oregon,Winter
629,69,Male,61-70 (Senior),85,High Value,29,Medium Engagement,High Value - Medium Engagement,Yes,Monthly,30,Clothing,Sweater,3.7,Yes,2-Day Shipping,Credit Card,Massachusetts,Fall
630,26,Male,18-30 (Young Adult),90,High Value,11,Low Engagement,High Value - Low Engagement,Yes,Annually,365,Footwear,Shoes,4.7,Yes,Standard,Debit Card,Vermont,Spring
631,41,Male,31-45 (Adult),94,High Value,33,Medium Engagement,High Value - Medium Engagement,Yes,Annually,365,Accessories,Jewelry,4.3,Yes,2-Day Shipping,Debit Card,Mississippi,Fall
632,55,Male,46-60 (Middle-Aged),68,Medium Value,27,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Footwear,Boots,4.1,Yes,Store Pickup,Cash,Washington,Summer
633,35,Male,31-45 (Adult),51,Medium Value,19,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Backpack,3.9,Yes,Next Day Air,Venmo,Wyoming,Winter
634,66,Male,61-70 (Senior),33,Low Value,50,High Engagement,Low Value - High Engagement,Yes,Quarterly,90,Footwear,Sandals,2.9,Yes,Express,Debit Card,Minnesota,Spring
635,36,Male,31-45 (Adult),60,Medium Value,46,High Engagement,Medium Value - High Engagement,Yes,Weekly,7,Footwear,Sneakers,3.9,Yes,Standard,PayPal,Ohio,Summer
636,27,Male,18-30 (Young Adult),59,Medium Value,28,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Clothing,Hoodie,4.3,Yes,2-Day Shipping,Cash,South Carolina,Fall
637,41,Male,31-45 (Adult),30,Low Value,14,Low Engagement,Low Value - Low Engagement,Yes,Quarterly,90,Accessories,Handbag,2.8,Yes,Store Pickup,Bank Transfer,Wisconsin,Summer
638,21,Male,18-30 (Young Adult),20,Low Value,46,High Engagement,Low Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Sweater,3.4,Yes,2-Day Shipping,Cash,Tennessee,Winter
639,53,Male,46-60 (Middle-Aged),20,Low Value,41,High Engagement,Low Value - High Engagement,Yes,Monthly,30,Footwear,Sandals,2.7,Yes,Express,PayPal,Maryland,Summer
640,54,Male,46-60 (Middle-Aged),24,Low Value,50,High Engagement,Low Value - High Engagement,Yes,Annually,365,Clothing,Dress,4.0,Yes,2-Day Shipping,Credit Card,Mississippi,Spring
641,53,Male,46-60 (Middle-Aged),88,High Value,28,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Clothing,Skirt,4.4,Yes,Store Pickup,Debit Card,Minnesota,Summer
642,47,Male,46-60 (Middle-Aged),78,High Value,23,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Clothing,Blouse,3.9,Yes,2-Day Shipping,Credit Card,Alaska,Winter
643,64,Male,61-70 (Senior),25,Low Value,14,Low Engagement,Low Value - Low Engagement,Yes,Bi-Weekly,14,Clothing,Skirt,2.8,Yes,2-Day Shipping,Debit Card,Arkansas,Spring
644,18,Male,18-30 (Young Adult),57,Medium Value,10,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Clothing,Sweater,3.2,Yes,Next Day Air,Bank Transfer,Oregon,Winter
645,68,Male,61-70 (Senior),93,High Value,37,High Engagement,High Value - High Engagement,Yes,Weekly,7,Accessories,Backpack,4.3,Yes,Next Day Air,Cash,Louisiana,Summer
646,62,Male,61-70 (Senior),42,Medium Value,15,Low Engagement,Medium Value - Low Engagement,Yes,Bi-Weekly,14,Clothing,Hoodie,4.2,Yes,Express,Venmo,Oklahoma,Summer
